0	1
0	2
0	772
0	517
0	6665
0	4491
0	2444
0	13709
0	14
0	655
0	272
0	17
0	18
0	19
0	148
0	21
0	1303
0	21784
0	25
0	10640
0	30
0	2975
0	288
0	33
0	35842
0	8995
0	36
0	38
0	39
0	4777
0	2476
0	942
0	1072
0	561
0	50
0	948
0	825
0	3130
0	571
0	60
0	82443
0	246
0	1313
0	1992
0	12362
0	11723
0	588
0	79
0	594
0	339
0	14292
0	84025
0	89
0	347
0	2490
0	97
0	611
0	487
0	6504
0	551
0	6124
0	2038
0	430
0	11028
0	506
0	13950
0	8191
1	2
1	3
1	4
1	6
1	1031
1	8
1	9
1	55818
1	11
1	12
1	13
1	14
1	527
1	16
1	17
1	18
1	19
1	21
1	22
1	23
1	25
1	26
1	27
1	29
1	1041
1	39
1	1576
1	2605
1	17974
1	58
1	63
1	577
1	67
1	70
1	585
1	75
1	2126
1	81
1	83
1	94
1	100
1	3686
1	103
1	110
1	2160
1	114
1	10868
1	122
1	148
1	153
1	9041
1	161
1	164
1	165
1	7336
1	1714
1	1720
1	14521
1	193
1	61634
1	715
1	719
1	209
1	725
1	6872
1	6874
1	634
1	232
1	233
1	234
1	33319
1	242
1	19719
1	3117
1	1240
1	7466
1	299
1	6962
1	306
1	7475
1	5944
1	843
1	335
1	849
1	2396
1	359
1	363
1	369
1	11124
1	7828
1	15752
1	406
1	56742
1	1960
1	463
1	466
1	477
1	487
1	6638
1	6655
2	15874
2	3
2	5
2	7
2	8
2	128
2	11
2	712
2	14
2	17
2	18
2	147
2	532
2	171
2	1686
2	24
2	25
2	25216
2	27
2	28
2	29
2	31
2	32
2	4900
2	1902
2	38
2	40
2	1948
2	43
2	1557
2	46
2	23141
2	48
2	49
2	2101
2	20878
2	570
2	59
2	266
2	21181
2	452
2	455
2	200
2	77
2	57933
2	2133
2	69207
2	1754
2	2780
2	3238
2	1823
2	1546
2	99
2	422
2	615
2	4846
2	495
2	5642
2	302
2	5493
2	120
2	3451
2	34065
2	149
3	68
3	6
3	7
3	8
3	9
3	10
3	11
3	80527
3	17
3	1554
3	20
3	431
3	409
3	26
3	411
3	30
3	32
3	35
3	36
3	55848
3	297
3	42
3	43
3	44
3	47
3	60
3	43786
3	65
3	2498
3	580
3	1481
3	208
3	83
3	85
3	1878
3	3671
3	95
3	231
3	2300
3	108
3	109
3	7534
3	630
3	94967
3	276
3	252
4	4971
4	27649
4	5
4	6
4	7
4	8
4	10
4	371
4	13
4	14
4	15
4	1424
4	1041
4	19
4	148
4	23
4	24
4	25
4	1050
4	27
4	286
4	159
4	25632
4	3120
4	546
4	163
4	420
4	6534
4	42
4	45
4	13487
4	48
4	50
4	51
4	436
4	1334
4	311
4	3479
4	58
4	25311
4	2329
4	2890
4	64
4	4896
4	67
4	84072
4	71
4	74
4	34635
4	79
4	208
4	209
4	82
4	73251
4	5258
4	345
4	1551
4	9052
4	1757
4	6494
4	1375
4	10049
4	38632
4	5199
4	363
4	5484
4	109
4	3054
4	2545
4	114
4	115
4	4724
4	15734
4	26826
4	6265
4	2300
4	1535
5	512
5	6
5	7
5	9
5	523
5	13
5	15
5	16
5	22
5	23
5	24
5	25
5	49184
5	555
5	17452
5	48
5	53
5	54
5	57
5	2618
5	74
5	80974
5	173
5	2133
5	598
5	27663
5	102
5	2155
5	112
5	121
5	128
5	1558
5	145
5	150
5	157
5	160
5	6829
5	4790
5	183
5	2751
5	4802
5	199
5	1228
5	212
5	9949
5	735
5	226
5	5347
5	16111
5	244
5	28415
5	43
5	13063
5	2326
5	282
5	14108
5	5924
5	4391
5	4913
5	1847
5	2872
5	845
5	1384
5	2409
5	8570
5	385
5	39818
5	11155
5	406
5	1948
5	1437
5	7073
5	6563
5	2470
5	4526
5	6580
5	25033
5	1357
5	2005
5	3033
5	19932
5	4573
5	484
5	1329
5	1522
5	4088
5	7162
5	4603
5	85
6	9216
6	7
6	8
6	9
6	10
6	12
6	397
6	20752
6	1816
6	786
6	10515
6	21
6	23
6	24
6	7044
6	2079
6	416
6	27065
6	2850
6	2851
6	36
6	41
6	1101
6	47
6	49
6	2866
6	308
6	138
6	57
6	59
6	189
6	961
6	194
6	1987
6	566
6	3527
6	329
6	77
6	25167
6	1487
6	335
6	2135
6	216
6	219
6	10460
6	1375
6	13030
6	103
6	61
6	268
6	11896
6	121
6	251
6	19325
6	7061
7	320
7	263
7	8
7	10
7	65346
7	15
7	145
7	41618
7	147
7	788
7	558
7	2584
7	155
7	4101
7	30
7	18094
7	160
7	52145
7	283
7	1444
7	11573
7	2214
7	30898
7	1960
7	297
7	170
7	71
7	300
7	690
7	302
7	175
7	48
7	177
7	306
7	181
7	22838
7	58
7	59
7	8381
7	830
7	191
7	64
7	21698
7	68
7	9415
7	969
7	44490
7	204
7	10418
7	847
7	17695
7	21514
7	33147
7	85
7	87
7	729
7	346
7	219
7	6309
7	227
7	131
7	230
7	359
7	361
7	2155
7	79384
7	110
7	19184
7	17189
7	22774
7	1449
7	120
7	378
7	23295
7	36604
7	3754
7	1663
8	1027
8	9
8	10
8	12
8	14
8	16
8	529
8	18
8	1043
8	21
8	27
8	29
8	32
8	34
8	12836
8	40
8	43
8	48
8	50
8	52
8	54
8	56
8	2107
8	61
8	63
8	2628
8	80
8	87
8	88
8	609
8	1126
8	4198
8	9746
8	110
8	625
8	1146
8	122
8	128
8	642
8	10177
8	1167
8	8854
8	162
8	1195
8	3260
8	12810
8	13012
8	221
8	51935
8	64745
8	754
8	9971
8	30848
8	3844
8	2315
8	269
8	286
8	291
8	808
8	10292
8	1871
8	1879
8	1382
8	377
8	15423
8	1917
8	898
8	902
8	909
8	1960
8	426
8	1966
8	5552
8	434
8	437
8	3970
8	449
8	1993
8	1494
8	498
9	5506
9	897
9	10
9	11
9	16
9	145
9	19
9	20
9	21
9	22
9	2055
9	282
9	27
9	669
9	1774
9	34
9	795
9	36
9	38
9	5416
9	3241
9	427
9	686
9	431
9	385
9	157
9	52
9	54
9	183
9	59
9	1084
9	2365
9	10687
9	13248
9	2781
9	731
9	80200
9	329
9	5454
9	79
9	467
9	8148
9	3029
9	214
9	87
9	217
9	335
9	11470
9	733
9	5595
9	11632
9	28772
9	121
9	231
9	103
9	622
9	2415
9	112
9	243
9	500
9	6265
9	276
9	18813
9	30415
9	4501
10	512
10	5207
10	12
10	526
10	2319
10	3985
10	18
10	21
10	406
10	47511
10	6811
10	6686
10	416
10	289
10	2851
10	5158
10	558
10	431
10	693
10	57532
10	1213
10	830
10	14517
10	1089
10	66
10	451
10	6093
10	9123
10	87
10	3418
10	48015
10	4316
10	349
10	23777
10	231
10	5623
10	3581
10	1941
11	13312
11	4620
11	14
11	4624
11	22
11	25
11	26
11	30
11	11297
11	8740
11	40
11	6187
11	44
11	47
11	50
11	8245
11	1084
11	61
11	75
11	78
11	79
11	80
11	42586
11	93
11	99
11	615
11	108
11	1140
11	119
11	122
11	18485
11	1165
11	663
11	160
11	680
11	1193
11	24751
